date,skor,close,s_mom,s_rsi,s_vol,s_idr,s_tr
2023-12-15,77.0,7190.98779296875,,,,,
2023-12-18,58.9,7119.52490234375,,,,,
2023-12-19,57.3,7187.84619140625,,,,,
2023-12-20,57.6,7219.6669921875,,,,,
2023-12-21,52.6,7209.619140625,,,,,
2023-12-22,55.7,7237.51904296875,,,,,
2023-12-27,56.0,7245.916015625,,,,,
2023-12-28,56.5,7303.88818359375,,,,,
2023-12-29,53.0,7272.796875,,,,,
2024-01-02,56.5,7323.587890625,,,,,
2024-01-03,54.9,7279.0908203125,,,,,
2024-01-04,66.3,7359.76318359375,,,,,
2024-01-05,62.8,7350.619140625,,,,,
2024-01-08,58.9,7283.5751953125,,,,,
2024-01-09,59.3,7200.203125,,,,,
2024-01-10,61.1,7227.296875,,,,,
2024-01-11,58.0,7219.9638671875,,,,,
2024-01-12,60.4,7241.13818359375,,,,,
2024-01-15,56.3,7224.0009765625,,,,,
2024-01-16,57.5,7242.787109375,,,,,
2024-01-17,52.8,7200.634765625,,,,,
2024-01-18,60.7,7252.966796875,,,,,
2024-01-19,56.2,7227.40185546875,,,,,
2024-01-22,53.9,7247.92822265625,,,,,
2024-01-23,49.8,7256.22900390625,,,,,
2024-01-24,45.3,7227.8232421875,,,,,
2024-01-25,38.7,7178.0419921875,,,,,
2024-01-26,31.4,7137.087890625,,,,,
2024-01-29,37.2,7157.1748046875,,,,,
2024-01-30,38.9,7192.2158203125,,,,,
2024-01-31,43.1,7207.94091796875,,,,,
2024-02-01,38.2,7201.69580078125,,,,,
2024-02-02,42.6,7238.78515625,,,,,
2024-02-05,31.1,7198.615234375,,,,,
2024-02-06,35.5,7247.408203125,,,,,
2024-02-07,30.7,7235.15185546875,,,,,
2024-02-12,44.4,7297.6689453125,,,,,
2024-02-13,38.5,7209.7412109375,,,,,
2024-02-15,43.4,7303.28076171875,,,,,
2024-02-16,46.0,7335.544921875,,,,,
2024-02-19,37.3,7296.7021484375,,,,,
2024-02-20,37.6,7352.60107421875,,,,,
2024-02-21,49.1,7349.02099609375,,,,,
2024-02-22,46.0,7339.63623046875,,,,,
2024-02-23,43.6,7295.09521484375,,,,,
2024-02-26,43.3,7283.8232421875,,,,,
2024-02-27,42.9,7285.31689453125,,,,,
2024-02-28,47.0,7328.63623046875,,,,,
2024-02-29,49.6,7316.11083984375,,,,,
2024-03-01,51.2,7311.9072265625,,,,,
2024-03-04,46.3,7276.7490234375,,,,,
2024-03-05,41.5,7247.4599609375,,,,,
2024-03-06,41.6,7329.80078125,,,,,
2024-03-07,48.2,7373.9638671875,,,,,
2024-03-08,44.9,7381.9072265625,,,,,
2024-03-13,52.5,7421.20703125,,,,,
2024-03-14,49.9,7433.31494140625,,,,,
2024-03-15,40.0,7328.05419921875,,,,,
2024-03-18,28.9,7302.44921875,,,,,
2024-03-19,32.3,7336.74609375,,,,,
2024-03-20,32.4,7331.1279296875,,,,,
2024-03-21,31.2,7338.35302734375,,,,,
2024-03-22,29.3,7350.15185546875,,,,,
2024-03-25,32.3,7377.759765625,,,,,
2024-03-26,30.5,7365.6640625,,,,,
2024-03-27,18.5,7310.091796875,,,,,
2024-03-28,14.4,7288.81298828125,,,,,
2024-04-01,13.6,7205.06103515625,,,,,
2024-04-02,17.3,7236.98388671875,,,,,
2024-04-03,11.7,7166.84423828125,,,,,
2024-04-04,21.0,7254.39892578125,,,,,
2024-04-05,23.4,7286.8818359375,,,,,
2024-04-16,19.6,7164.80712890625,,,,,
2024-04-17,16.3,7130.8408203125,,,,,
2024-04-18,20.5,7166.81396484375,,,,,
2024-04-19,16.1,7087.31689453125,,,,,
2024-04-22,12.7,7073.81982421875,,,,,
2024-04-23,17.0,7110.81298828125,,,,,
2024-04-24,24.6,7174.533203125,,,,,
2024-04-25,22.9,7155.2939453125,,,,,
2024-04-26,16.3,7036.0751953125,,,,,
2024-04-29,28.2,7155.7841796875,,,,,
2024-04-30,36.7,7234.19677734375,,,,,
2024-05-02,29.5,7117.4248046875,,,,,
2024-05-03,32.2,7134.72412109375,,,,,
2024-05-06,36.1,7135.89013671875,,,,,
2024-05-07,33.6,7123.61181640625,,,,,
2024-05-08,34.0,7088.794921875,,,,,
2024-05-13,31.4,7099.26123046875,,,,,
2024-05-14,31.6,7083.76318359375,,,,,
2024-05-15,44.8,7179.8310546875,,,,,
2024-05-16,54.0,7246.69580078125,,,,,
2024-05-17,60.1,7317.23779296875,,,,,
2024-05-20,57.1,7266.69091796875,,,,,
2024-05-21,48.5,7186.037109375,,,,,
2024-05-22,49.4,7222.3818359375,,,,,
2024-05-27,51.5,7176.419921875,,,,,
2024-05-28,52.9,7253.6259765625,,,,,
2024-05-29,45.8,7140.22900390625,,,,,
2024-05-30,39.3,7034.14208984375,,,,,
2024-05-31,33.9,6970.73583984375,,,,,
2024-06-03,38.3,7036.19091796875,,,,,
2024-06-04,46.6,7099.31201171875,,,,,
2024-06-05,34.2,6947.669921875,,,,,
2024-06-06,37.5,6974.89697265625,,,,,
2024-06-07,27.7,6897.9501953125,,,,,
2024-06-10,35.2,6921.5478515625,,,,,
2024-06-11,31.7,6855.69091796875,,,,,
2024-06-12,31.2,6850.09716796875,,,,,
2024-06-13,31.1,6831.56396484375,,,,,
2024-06-14,32.1,6734.83203125,,,,,
2024-06-19,32.7,6726.9189453125,,,,,
2024-06-20,40.6,6819.32080078125,,,,,
2024-06-21,46.8,6879.97802734375,,,,,
2024-06-24,42.2,6889.1650390625,,,,,
2024-06-25,40.4,6882.7041015625,,,,,
2024-06-26,37.6,6905.64208984375,,,,,
2024-06-27,40.4,6967.951171875,,,,,
2024-06-28,46.3,7063.5771484375,,,,,
2024-07-01,54.7,7139.6259765625,,,,,
2024-07-02,54.6,7125.14208984375,,,,,
2024-07-03,59.8,7196.7548828125,,,,,
2024-07-04,64.2,7220.88916015625,,,,,
2024-07-05,67.9,7253.3720703125,,,,,
2024-07-08,74.4,7250.97705078125,,,,,
2024-07-09,72.5,7269.80078125,,,,,
2024-07-10,79.0,7287.0419921875,,,,,
